"date","open","high","low","close","adj_close","volume"
"2022-07-21","105.52","107.90","104.34","106.74","105.88","716900"
"2022-07-22","105.34","106.75","102.30","104.50","103.65","755000"
"2022-07-25","104.86","105.35","98.54","99.26","98.46","1028900"
"2022-07-26","98.58","98.62","93.92","94.19","93.43","1205400"
"2022-07-27","96.35","100.46","95.42","99.68","98.87","1281900"
"2022-07-28","112.04","130.62","110.00","119.80","118.83","3125200"
"2022-07-29","118.63","126.72","116.37","126.18","125.16","1273100"
"2022-08-01","125.25","128.61","118.26","118.27","117.31","1372800"
"2022-08-02","117.51","125.00","117.25","123.95","122.95","933700"
"2022-08-03","123.47","130.67","123.08","129.91","128.86","741400"
"2022-08-04","129.14","130.89","128.00","129.76","128.71","449300"
"2022-08-05","126.37","134.30","126.37","134.13","133.04","539500"
"2022-08-08","135.08","140.76","132.80","133.15","132.07","934700"
"2022-08-09","132.38","134.02","129.87","130.98","129.92","584700"
"2022-08-10","135.90","140.03","135.83","138.29","137.17","649800"
"2022-08-11","138.82","140.00","135.58","135.64","134.73","556500"
"2022-08-12","137.47","138.99","136.04","137.78","136.85","332000"
"2022-08-15","135.85","137.73","134.91","135.83","134.92","399000"
"2022-08-16","134.22","137.50","133.55","134.53","133.63","553800"
"2022-08-17","132.33","133.02","129.44","130.75","129.87","487100"
"2022-08-18","129.95","131.59","129.47","130.34","129.46","316300"
"2022-08-19","127.89","129.07","124.93","126.22","125.37","511100"
"2022-08-22","123.81","124.69","118.23","118.72","117.92","674500"
"2022-08-23","119.84","122.63","118.29","120.39","119.58","559800"
"2022-08-24","120.19","123.72","119.54","123.25","122.42","475500"
"2022-08-25","124.10","125.99","122.56","125.05","124.21","460500"
"2022-08-26","123.96","124.84","115.57","115.74","114.96","648000"
"2022-08-29","114.59","115.74","112.71","112.74","111.98","470700"
"2022-08-30","114.43","114.43","108.34","110.59","109.85","640800"
"2022-08-31","112.14","116.04","110.31","113.86","113.09","912800"
"2022-09-01","111.52","115.75","109.67","115.67","114.89","816700"
"2022-09-02","116.74","121.10","114.10","120.98","120.17","1161500"
"2022-09-06","122.00","133.82","121.71","132.04","131.15","1734300"
"2022-09-07","132.19","139.88","132.19","139.76","138.82","1216300"
"2022-09-08","139.76","147.40","138.55","145.34","144.36","1242500"
"2022-09-09","147.00","148.30","144.15","145.79","144.81","689300"
"2022-09-12","147.40","148.84","144.46","146.51","145.52","561000"
"2022-09-13","141.12","145.60","139.83","140.33","139.39","802700"
"2022-09-14","141.84","141.84","136.07","137.86","136.93","773200"
"2022-09-15","136.50","142.09","135.81","138.33","137.40","508300"
"2022-09-16","135.76","138.72","134.81","136.75","135.83","591500"
"2022-09-19","134.49","138.53","133.18","135.62","134.71","434700"
"2022-09-20","133.18","135.21","132.00","134.37","133.47","281200"
"2022-09-21","134.30","138.50","132.29","132.62","131.73","471900"
"2022-09-22","132.28","132.55","125.74","127.39","126.53","582100"
"2022-09-23","126.37","128.00","122.47","125.25","124.41","661500"
"2022-09-26","124.93","129.63","123.44","123.75","122.92","422400"
"2022-09-27","127.30","130.59","122.89","125.63","124.79","792200"
"2022-09-28","126.32","133.01","125.50","132.05","131.16","689200"
"2022-09-29","129.08","130.41","124.57","125.89","125.04","489600"
"2022-09-30","125.41","129.74","123.60","125.42","124.58","604800"
"2022-10-03","126.86","127.04","120.90","123.03","122.20","627300"
"2022-10-04","126.16","131.10","126.16","128.76","127.89","591200"
"2022-10-05","126.14","140.21","123.27","137.65","136.72","1860400"
"2022-10-06","137.65","141.93","132.79","133.04","132.15","902300"
"2022-10-07","132.04","134.20","124.89","128.32","127.46","986600"
"2022-10-10","127.56","131.68","125.62","130.93","130.05","603100"
"2022-10-11","131.50","132.74","125.56","126.32","125.47","622200"
"2022-10-12","127.34","128.29","121.58","123.34","122.51","874900"
"2022-10-13","118.29","124.15","116.30","122.76","121.93","960300"
"2022-10-14","124.99","127.37","113.20","113.36","112.60","797700"
"2022-10-17","116.34","123.12","114.11","122.33","121.51","688500"
"2022-10-18","126.05","128.16","121.47","124.74","123.90","910700"
"2022-10-19","124.82","125.93","120.76","123.07","122.24","924800"
"2022-10-20","119.64","121.84","114.04","117.22","116.43","1147500"
"2022-10-21","117.00","126.66","116.08","125.88","125.03","688200"
"2022-10-24","127.50","129.59","121.10","128.05","127.19","815700"
"2022-10-25","127.64","135.88","127.64","134.85","133.94","1164900"
"2022-10-26","155.00","164.71","145.29","155.45","154.40","4259200"
"2022-10-27","158.94","161.83","154.51","158.39","157.32","1300700"
"2022-10-28","156.58","162.38","153.23","160.75","159.67","848300"
"2022-10-31","161.44","165.74","157.80","158.39","157.32","831900"
"2022-11-01","159.87","161.20","153.49","154.96","153.92","709400"
"2022-11-02","153.90","157.42","148.59","148.82","147.82","633700"
"2022-11-03","146.50","154.82","145.31","152.39","151.37","453800"
"2022-11-04","154.69","155.42","148.79","153.38","152.35","424900"
"2022-11-07","153.86","157.22","148.60","155.77","154.72","545600"
"2022-11-08","157.05","160.14","153.84","157.51","156.45","326600"
"2022-11-09","155.58","159.41","154.49","156.00","155.14","392500"
"2022-11-10","164.50","168.75","162.03","167.23","166.31","610600"
"2022-11-11","166.66","169.48","163.26","166.91","165.99","561800"
"2022-11-14","166.43","169.90","163.00","166.38","165.46","450700"
"2022-11-15","170.00","170.88","165.48","167.03","166.11","567900"
"2022-11-16","164.71","166.91","161.29","164.13","163.22","482600"
"2022-11-17","161.86","162.56","158.43","159.88","159.00","408600"
"2022-11-18","163.53","163.53","158.78","160.20","159.31","333900"
"2022-11-21","159.45","161.85","156.37","157.33","156.46","309700"
"2022-11-22","156.98","158.75","154.52","158.03","157.16","282600"
"2022-11-23","157.31","162.13","155.79","158.50","157.62","280400"
"2022-11-25","156.81","159.88","152.46","155.46","154.60","201100"
"2022-11-28","154.45","159.88","151.57","152.67","151.83","452800"
"2022-11-29","152.20","155.89","150.18","154.95","154.09","468000"
"2022-11-30","157.18","165.81","156.05","165.51","164.60","644700"
"2022-12-01","165.24","166.78","160.12","164.82","163.91","476800"
"2022-12-02","164.12","165.72","159.29","163.02","162.12","410900"
"2022-12-05","162.57","162.57","156.82","157.84","156.97","409900"
"2022-12-06","158.50","159.08","145.47","149.71","148.88","712700"
"2022-12-07","149.23","155.98","145.52","153.84","152.99","570000"
"2022-12-08","156.28","158.49","153.71","154.85","153.99","475400"
"2022-12-09","153.77","157.39","152.79","153.03","152.18","327000"
"2022-12-12","153.74","159.70","152.39","159.19","158.31","415200"
"2022-12-13","166.03","167.30","155.03","156.31","155.45","550300"
"2022-12-14","156.43","164.45","156.43","160.47","159.58","787700"
"2022-12-15","157.09","157.72","151.35","155.61","154.75","566300"
"2022-12-16","153.49","154.99","149.24","154.28","153.43","759700"
"2022-12-19","153.35","153.35","146.67","149.17","148.35","545500"
"2022-12-20","147.52","150.50","145.65","146.54","145.73","547300"
"2022-12-21","146.58","151.78","144.22","151.11","150.27","495200"
"2022-12-22","149.62","149.62","142.17","145.35","144.55","515800"
"2022-12-23","144.84","146.51","141.68","145.67","144.87","427300"
"2022-12-27","145.81","147.02","141.81","143.62","142.83","376900"
"2022-12-28","143.72","145.28","141.23","141.84","141.06","384700"
"2022-12-29","144.20","145.48","141.65","143.44","142.65","336600"
"2022-12-30","141.46","142.41","135.70","137.62","136.86","570300"
"2023-01-03","140.72","140.78","131.15","133.44","132.70","672000"
"2023-01-04","134.65","138.18","131.50","136.50","135.75","605000"
"2023-01-05","133.51","136.62","129.46","132.31","131.58","544500"
"2023-01-06","132.31","138.39","131.56","137.22","136.46","448900"
"2023-01-09","138.92","145.22","138.92","143.85","143.06","499500"
"2023-01-10","142.69","148.34","140.15","147.49","146.67","339800"
"2023-01-11","148.40","151.98","143.19","150.42","149.59","525900"
"2023-01-12","152.09","154.85","149.54","151.30","150.46","594700"
"2023-01-13","149.59","151.46","145.81","146.00","145.19","582200"
"2023-01-17","144.98","150.01","144.98","148.09","147.27","575600"
"2023-01-18","148.89","150.64","143.26","144.59","143.79","604600"
"2023-01-19","144.00","144.23","135.73","136.64","135.88","672200"
"2023-01-20","138.88","142.40","134.53","141.69","140.91","602900"
"2023-01-23","141.67","149.86","141.10","149.76","148.93","440700"
"2023-01-24","149.44","149.94","146.43","148.16","147.34","392500"
"2023-01-25","144.76","150.55","143.44","150.23","149.40","304800"
"2023-01-26","153.51","156.56","152.13","155.46","154.60","422600"
"2023-01-27","154.62","159.79","154.00","157.83","156.96","380200"
"2023-01-30","157.40","158.84","153.44","156.62","155.75","326800"
"2023-01-31","157.68","159.13","156.19","158.47","157.59","300500"
"2023-02-01","158.03","165.99","155.90","163.01","162.11","601200"
"2023-02-02","165.18","168.33","163.82","165.59","164.67","846900"
"2023-02-03","162.52","168.94","161.08","165.96","165.04","410600"
"2023-02-06","164.59","166.64","161.88","164.06","163.15","390300"
"2023-02-07","163.43","166.28","158.98","165.51","164.60","456400"
"2023-02-08","163.26","163.53","158.69","158.95","158.07","384700"
"2023-02-09","160.42","160.75","157.40","158.97","158.09","373300"
"2023-02-10","157.47","158.93","154.00","155.60","154.74","561500"
"2023-02-13","156.84","165.30","155.59","163.16","162.26","723000"
"2023-02-14","161.40","171.36","159.53","170.66","169.72","766000"
"2023-02-15","170.66","175.68","168.54","174.42","173.46","938700"
"2023-02-16","171.91","180.97","171.40","172.79","171.84","1250600"
"2023-02-17","172.35","173.59","169.28","173.49","172.53","950900"
"2023-02-21","171.66","172.26","165.00","166.21","165.29","1193800"
"2023-02-22","189.42","193.74","176.60","179.00","178.01","2779500"
"2023-02-23","175.14","179.93","173.27","174.23","173.27","1003100"
"2023-02-24","170.10","175.77","168.62","171.06","170.11","734500"
"2023-02-27","169.68","175.61","168.37","173.18","172.22","621800"
"2023-02-28","173.14","175.39","170.11","170.35","169.41","565500"
"2023-03-01","170.35","172.10","169.01","170.89","169.95","374200"
"2023-03-02","170.89","173.50","166.68","172.16","171.21","531100"
"2023-03-03","172.75","175.27","170.29","173.55","172.59","535800"
"2023-03-06","173.78","174.89","171.06","172.90","171.94","494500"
"2023-03-07","174.01","176.01","169.30","169.68","168.74","694000"
"2023-03-08","169.50","170.78","167.33","170.75","169.81","567000"
"2023-03-09","171.72","174.10","169.26","169.52","168.77","645000"
"2023-03-10","170.26","172.65","164.10","165.05","164.32","850600"
"2023-03-13","162.85","167.89","161.81","165.62","164.89","740500"
"2023-03-14","170.00","171.18","167.01","170.23","169.48","466500"
"2023-03-15","167.98","174.85","167.24","174.76","173.99","542900"
"2023-03-16","174.20","181.96","173.39","181.40","180.60","756600"
"2023-03-17","181.16","183.36","177.66","182.20","181.40","697300"
"2023-03-20","183.05","188.10","182.30","184.28","183.47","573700"
"2023-03-21","185.45","189.13","184.54","184.55","183.73","518500"
"2023-03-22","183.86","187.51","182.05","183.00","182.19","530500"
"2023-03-23","184.63","187.72","179.84","184.26","183.45","423200"
"2023-03-24","182.26","185.01","179.71","184.29","183.48","309200"
"2023-03-27","180.80","184.82","179.12","182.11","181.31","577300"
"2023-03-28","181.74","184.55","180.56","183.82","183.01","532100"
"2023-03-29","185.43","185.70","179.29","179.41","178.62","701400"
"2023-03-30","180.53","182.29","178.96","179.72","178.93","462100"
"2023-03-31","180.45","185.47","180.08","183.58","182.77","741500"
"2023-04-03","181.91","187.79","181.91","187.78","186.95","576800"
"2023-04-04","187.18","187.21","175.92","176.41","175.63","935200"
"2023-04-05","175.78","179.93","174.83","179.25","178.46","529300"
"2023-04-06","178.90","180.25","175.47","180.13","179.33","289100"
"2023-04-10","179.35","180.66","176.70","178.33","177.54","554200"
"2023-04-11","178.41","183.81","178.35","182.05","181.25","415800"
"2023-04-12","183.37","183.50","176.41","176.51","175.73","369000"
"2023-04-13","178.99","181.80","177.20","180.06","179.26","396100"
"2023-04-14","178.86","186.03","178.86","185.39","184.57","464900"
"2023-04-17","185.87","187.07","183.40","185.48","184.66","527000"
"2023-04-18","187.63","192.16","185.63","188.45","187.62","704000"
"2023-04-19","186.27","188.45","184.38","187.43","186.60","381900"
"2023-04-20","186.59","190.78","186.06","188.78","187.95","393200"
"2023-04-21","188.91","191.89","187.87","190.36","189.52","411600"
"2023-04-24","189.50","197.09","189.50","196.82","195.95","770900"
"2023-04-25","195.62","198.17","194.13","195.63","194.77","628200"
"2023-04-26","197.30","205.12","195.00","199.39","198.51","953900"
"2023-04-27","200.89","202.41","197.68","199.05","198.17","701900"
"2023-04-28","198.48","202.94","196.06","200.11","199.23","646400"
"2023-05-01","200.31","202.73","198.19","198.68","197.80","712500"
"2023-05-02","198.66","200.68","195.67","199.31","198.43","679000"
"2023-05-03","212.00","221.30","196.01","217.95","216.99","2316700"
"2023-05-04","219.11","223.77","205.86","207.57","206.65","1192100"
"2023-05-05","209.00","210.60","204.61","210.23","209.30","598900"
"2023-05-08","210.37","211.08","204.09","206.42","205.51","494200"
"2023-05-09","204.90","206.32","200.73","201.76","200.87","545600"
"2023-05-10","204.43","206.02","200.47","203.68","202.78","353400"
"2023-05-11","203.86","209.38","202.84","206.91","206.00","427600"
"2023-05-12","206.57","210.44","206.10","207.41","206.49","391300"
"2023-05-15","207.33","208.35","204.54","206.29","205.38","412300"
"2023-05-16","205.82","206.55","200.67","201.03","200.14","397300"
"2023-05-17","202.24","205.03","199.82","203.47","202.57","567300"
"2023-05-18","202.93","206.09","201.68","204.10","203.39","349700"
"2023-05-19","205.67","207.53","203.76","206.74","206.02","384500"
"2023-05-22","206.09","209.47","202.88","204.24","203.53","555000"
"2023-05-23","202.44","205.42","199.67","202.45","201.74","452500"
"2023-05-24","202.40","205.99","200.45","205.92","205.20","397900"
"2023-05-25","207.06","207.06","199.68","201.10","200.40","531200"
"2023-05-26","200.42","202.65","199.79","200.77","200.07","446800"
"2023-05-30","202.54","205.38","197.23","201.37","200.67","484900"
"2023-05-31","201.35","202.43","196.26","199.36","198.66","494200"
"2023-06-01","198.76","200.46","196.79","198.74","198.05","475500"
"2023-06-02","201.11","202.04","194.22","197.77","197.08","523600"
"2023-06-05","196.00","204.90","196.00","203.69","202.98","504300"
"2023-06-06","203.74","203.85","198.15","198.48","197.79","525600"
"2023-06-07","198.05","200.90","192.78","196.08","195.40","625700"
"2023-06-08","195.64","199.00","193.20","193.41","192.74","394800"
"2023-06-09","193.41","195.49","188.36","188.87","188.21","645800"
"2023-06-12","189.85","192.10","186.15","190.60","189.94","542400"
"2023-06-13","189.76","190.96","186.58","188.29","187.63","890500"
"2023-06-14","188.26","192.88","186.24","191.73","191.06","473300"
"2023-06-15","190.65","191.90","187.79","188.94","188.28","485900"
"2023-06-16","190.57","191.62","187.10","188.17","187.51","545600"
"2023-06-20","188.11","190.87","187.42","189.83","189.17","479400"
"2023-06-21","189.93","194.00","189.28","191.74","191.07","448700"
"2023-06-22","191.45","191.61","185.24","186.44","185.79","726200"
"2023-06-23","185.14","191.68","181.00","187.32","186.67","4005200"
"2023-06-26","188.00","191.61","187.14","188.75","188.09","514400"
"2023-06-27","193.11","197.48","191.93","196.10","195.42","519300"
"2023-06-28","196.03","202.16","196.00","200.26","199.56","475100"
"2023-06-29","200.26","201.64","196.64","196.82","196.13","330500"
"2023-06-30","197.77","200.89","197.28","200.16","199.46","415500"
"2023-07-03","200.52","200.65","192.78","195.65","194.97","352400"
"2023-07-05","195.00","195.34","189.17","189.47","188.81","616100"
"2023-07-06","187.87","189.47","185.72","185.91","185.26","595800"
"2023-07-07","185.73","187.25","184.01","186.95","186.30","491800"
"2023-07-10","187.00","192.52","186.87","192.11","191.44","479400"
"2023-07-11","192.23","193.76","188.90","189.04","188.38","325600"
"2023-07-12","191.45","195.92","188.12","195.43","194.75","482200"
"2023-07-13","196.50","199.15","195.36","195.59","194.91","336700"
"2023-07-14","195.00","197.93","193.08","193.94","193.26","330200"
"2023-07-17","194.16","195.72","191.88","193.57","192.89","360800"
"2023-07-18","194.22","196.59","191.71","192.46","191.79","389300"
"2023-07-19","192.89","193.97","186.51","187.13","186.48","507400"
"2023-07-20","186.50","189.24","185.10","185.46","184.81","310800"
"2023-07-21","186.56","187.95","184.71","185.78","185.13","273200"
"2023-07-24","185.79","186.46","182.93","183.39","182.75","381300"
"2023-07-25","184.22","186.09","183.30","185.12","184.47","351700"
"2023-07-26","185.18","185.18","181.13","183.40","182.76","370100"
"2023-07-27","183.69","184.95","178.55","179.01","178.39","483600"
"2023-07-28","173.91","175.20","163.40","164.63","164.06","1514600"
"2023-07-31","165.09","169.67","164.11","168.58","167.99","819900"
"2023-08-01","166.90","168.70","164.22","168.42","167.83","1086400"
"2023-08-02","165.17","172.65","160.05","167.68","167.10","1113900"
"2023-08-03","167.53","172.80","164.19","165.53","164.95","922300"
"2023-08-04","166.98","168.17","164.32","165.82","165.24","541000"
"2023-08-07","165.40","169.12","164.97","166.84","166.26","559600"
"2023-08-08","166.84","166.84","160.98","161.26","160.70","636500"
"2023-08-09","162.09","164.67","160.73","163.05","162.48","513200"
"2023-08-10","163.19","165.58","161.52","162.26","161.69","473300"
"2023-08-11","161.80","163.51","160.53","162.59","162.02","393900"
"2023-08-14","162.40","164.17","160.63","164.09","163.52","489600"
"2023-08-15","162.32","164.75","161.75","164.24","163.67","489500"
"2023-08-16","163.87","164.14","160.94","162.92","162.35","536400"
"2023-08-17","166.68","169.47","164.05","164.58","164.23","752100"
"2023-08-18","163.42","166.22","162.81","166.05","165.69","704600"
"2023-08-21","166.52","167.35","160.41","161.70","161.35","481100"
"2023-08-22","162.56","166.32","162.50","165.73","165.38","320400"
"2023-08-23","165.45","166.28","163.14","165.30","164.95","288100"
"2023-08-24","169.57","169.57","164.16","164.19","163.84","429000"
"2023-08-25","164.58","165.70","161.28","162.30","161.95","326600"
"2023-08-28","163.05","166.09","162.00","162.89","162.54","451400"
"2023-08-29","162.11","164.44","161.37","163.72","163.37","399500"
"2023-08-30","163.86","165.24","161.84","162.97","162.62","967900"
"2023-08-31","163.69","166.44","159.82","160.64","160.30","877300"
"2023-09-01","161.77","162.79","157.15","158.77","158.43","651100"
"2023-09-05","157.55","157.55","151.13","151.20","150.88","1023600"
"2023-09-06","150.56","154.73","150.08","154.43","154.10","1002200"
"2023-09-07","154.21","162.28","153.12","161.66","161.31","876400"
"2023-09-08","161.66","165.93","159.36","160.45","160.11","851500"
"2023-09-11","159.63","166.97","159.38","165.67","165.32","860800"
"2023-09-12","164.52","166.01","161.30","165.30","164.95","524400"
"2023-09-13","165.29","168.90","164.45","168.76","168.40","590700"
"2023-09-14","169.68","172.71","164.84","172.18","171.81","720900"
"2023-09-15","171.86","172.09","166.78","170.36","170.00","728400"
"2023-09-18","170.36","175.26","169.39","173.96","173.59","987200"
"2023-09-19","173.39","174.09","170.75","173.74","173.37","794600"
"2023-09-20","177.65","180.86","175.38","175.46","175.08","668500"
"2023-09-21","173.91","174.47","168.06","168.21","167.85","704800"
"2023-09-22","168.95","172.15","168.82","169.36","169.00","441500"
"2023-09-25","167.86","173.86","166.65","173.52","173.15","474000"
"2023-09-26","177.40","179.70","174.80","176.79","176.41","818000"
"2023-09-27","177.39","179.70","175.80","178.88","178.50","528700"
"2023-09-28","179.96","182.80","177.79","181.29","180.90","454200"
"2023-09-29","182.71","183.72","179.43","179.84","179.46","448100"
"2023-10-02","178.90","184.56","178.90","184.31","183.92","728800"
"2023-10-03","185.32","189.57","176.36","177.02","176.64","783800"
"2023-10-04","177.85","184.93","177.60","184.62","184.22","686800"
"2023-10-05","185.95","185.98","181.58","182.88","182.49","663100"
"2023-10-06","180.40","182.22","170.83","174.04","173.67","1231300"
"2023-10-09","172.85","177.39","172.09","175.73","175.35","475400"
"2023-10-10","174.96","181.51","174.96","181.34","180.95","436100"
"2023-10-11","182.01","185.54","181.00","181.63","181.24","469900"
"2023-10-12","180.56","181.44","173.03","174.85","174.48","561800"
"2023-10-13","173.99","176.73","173.50","175.35","174.97","346400"
"2023-10-16","176.21","181.06","174.67","180.82","180.43","333100"
"2023-10-17","180.87","185.75","180.87","184.51","184.12","409600"
"2023-10-18","183.61","185.86","181.85","182.49","182.10","339900"
"2023-10-19","182.38","183.60","179.63","181.50","181.11","386300"
"2023-10-20","181.20","182.56","176.79","179.33","178.95","396100"
"2023-10-23","177.78","181.59","175.37","177.87","177.49","478900"
"2023-10-24","179.54","183.18","179.08","179.91","179.52","350600"
"2023-10-25","180.72","182.51","175.38","175.95","175.57","491200"
"2023-10-26","175.70","180.00","173.74","174.07","173.70","487700"
"2023-10-27","175.84","182.88","175.83","178.06","177.68","589400"
"2023-10-30","178.06","180.13","176.82","178.57","178.19","424300"
"2023-10-31","177.95","185.09","177.88","182.77","182.38","1047800"
"2023-11-01","189.72","200.52","182.08","196.50","196.08","1715400"
"2023-11-02","199.87","202.32","196.54","198.72","198.29","631700"
"2023-11-03","200.17","207.66","199.68","206.84","206.40","788600"
"2023-11-06","206.31","208.88","205.65","206.62","206.18","461700"
"2023-11-07","206.10","208.51","205.35","207.18","206.74","405000"
"2023-11-08","208.14","209.54","205.35","207.60","207.16","291300"
"2023-11-09","207.60","207.67","204.01","206.24","205.80","251100"
"2023-11-10","206.62","211.21","206.05","210.94","210.49","247700"
"2023-11-13","210.94","219.77","210.94","214.60","214.14","592300"
"2023-11-14","217.98","221.01","215.69","220.00","219.53","597900"
"2023-11-15","221.39","226.32","219.89","224.35","223.86","445700"
"2023-11-16","224.29","227.92","223.30","227.72","227.46","514700"
"2023-11-17","229.88","233.00","229.16","230.12","229.85","561300"
"2023-11-20","229.20","231.83","227.54","231.81","231.54","568700"
"2023-11-21","231.81","232.00","229.89","230.38","230.11","380000"
"2023-11-22","231.65","235.77","230.40","234.85","234.58","429200"
"2023-11-24","234.67","236.02","233.56","235.67","235.40","150700"
"2023-11-27","234.80","241.65","229.27","240.47","240.19","549700"
"2023-11-28","239.29","239.84","235.90","238.00","237.72","669600"
"2023-11-29","239.99","241.09","232.88","238.62","238.34","516400"
"2023-11-30","238.82","240.88","238.06","240.36","240.08","294100"
"2023-12-01","239.42","243.48","239.42","242.69","242.41","305300"
"2023-12-04","242.57","246.50","240.70","245.02","244.74","506100"
"2023-12-05","245.09","245.63","242.10","243.31","243.03","331500"
"2023-12-06","245.86","248.98","243.39","247.07","246.78","557400"
"2023-12-07","248.62","250.70","243.77","245.76","245.47","359000"
"2023-12-08","244.89","248.38","244.89","247.18","246.89","288200"
"2023-12-11","245.58","250.45","244.26","246.07","245.78","404000"
"2023-12-12","247.57","249.00","245.48","248.85","248.56","691600"
"2023-12-13","249.33","252.46","247.40","251.78","251.49","345900"
"2023-12-14","253.20","253.75","240.60","245.16","244.88","656600"
"2023-12-15","244.57","247.47","243.57","245.68","245.39","591600"
"2023-12-18","246.89","253.26","246.74","251.24","250.95","408600"
"2023-12-19","254.18","258.39","253.57","254.49","254.19","435000"
"2023-12-20","255.80","257.43","252.43","252.80","252.51","328400"
"2023-12-21","255.65","257.43","254.59","256.05","255.75","249700"
"2023-12-22","256.71","259.40","254.29","258.17","257.87","215400"
"2023-12-26","257.55","259.95","257.32","258.97","258.67","234600"
"2023-12-27","259.15","261.97","258.61","260.39","260.09","180600"
"2023-12-28","260.45","261.03","257.48","257.88","257.58","158000"
"2023-12-29","256.94","259.50","255.98","256.58","256.28","273300"
"2024-01-02","253.73","255.46","250.16","252.39","252.10","344000"
"2024-01-03","252.67","252.67","244.01","244.67","244.39","487100"
"2024-01-04","244.67","245.46","241.78","243.20","242.92","354800"
"2024-01-05","243.59","246.20","242.35","245.23","244.95","272300"
"2024-01-08","245.56","249.05","245.56","248.39","248.10","295800"
"2024-01-09","246.86","253.92","246.86","253.92","253.63","305500"
"2024-01-10","254.44","259.47","253.04","259.42","259.12","245000"
"2024-01-11","258.39","262.95","256.50","262.57","262.27","360700"
"2024-01-12","262.91","264.55","261.23","261.27","260.97","291800"
"2024-01-16","262.52","274.50","262.50","271.70","271.38","553300"
"2024-01-17","270.68","273.67","265.59","273.49","273.17","529600"
"2024-01-18","275.29","277.08","272.90","275.48","275.16","471200"
"2024-01-19","276.73","276.77","272.18","275.75","275.43","427100"
"2024-01-22","277.03","284.88","277.03","281.82","281.49","417900"
"2024-01-23","282.30","284.96","279.45","283.19","282.86","366800"
"2024-01-24","285.74","285.74","279.57","280.47","280.14","215900"
"2024-01-25","284.02","284.35","278.69","280.81","280.48","204800"
"2024-01-26","280.55","281.27","271.67","273.19","272.87","413000"
"2024-01-29","274.48","279.99","270.36","278.99","278.67","368300"
"2024-01-30","279.02","282.87","277.34","279.20","278.88","254900"
"2024-01-31","280.05","286.56","278.58","281.11","280.78","410800"
"2024-02-01","282.02","288.38","282.02","287.59","287.26","310200"
"2024-02-02","287.26","290.24","284.00","287.77","287.44","241900"
"2024-02-05","287.21","287.77","283.14","285.94","285.61","194900"
"2024-02-06","286.32","287.08","282.95","286.48","286.15","272300"
"2024-02-07","288.58","296.08","285.82","292.79","292.45","339300"
"2024-02-08","294.58","298.20","293.61","294.15","293.81","444900"
"2024-02-09","294.87","297.67","293.61","295.50","295.16","406100"
"2024-02-12","295.00","297.49","291.94","293.25","292.91","341600"
"2024-02-13","288.68","299.99","285.83","299.97","299.62","426500"
"2024-02-14","305.12","308.02","300.92","307.73","307.37","417800"
"2024-02-15","308.82","315.45","308.20","315.15","314.78","417200"
